<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
210628,000000,5088.0000000,5155.0000000,5064.0000000,5099.8000000,337688
210629,000000,5102.8000000,5119.8000000,5027.0000000,5084.6000000,486779
210630,000000,5084.0000000,5199.0000000,5071.2000000,5176.6000000,859944
210701,000000,5179.0000000,5199.0000000,5089.4000000,5168.6000000,380605
210702,000000,5140.6000000,5229.8000000,5127.6000000,5216.0000000,338974
210705,000000,5230.2000000,5236.4000000,5191.2000000,5212.4000000,191960
210706,000000,5209.4000000,5262.4000000,5163.0000000,5247.4000000,476766
210707,000000,5248.0000000,5410.0000000,5235.6000000,5341.4000000,1001716
210708,000000,5340.0000000,5379.8000000,5216.0000000,5354.2000000,619467
210709,000000,5361.6000000,5361.6000000,5151.0000000,5235.8000000,625317
210712,000000,5250.2000000,5296.8000000,5208.8000000,5281.0000000,349925
210713,000000,5273.8000000,5298.0000000,5206.2000000,5256.8000000,374339
210714,000000,5252.2000000,5278.8000000,5172.2000000,5177.8000000,382642
210715,000000,5174.0000000,5238.8000000,5140.0000000,5188.0000000,313127
210716,000000,5193.8000000,5235.0000000,5137.8000000,5150.0000000,345078
210719,000000,5150.0000000,5179.0000000,5059.8000000,5109.0000000,545818
210720,000000,5122.8000000,5127.6000000,5045.2000000,5095.4000000,332912
210721,000000,5100.0000000,5165.0000000,5075.4000000,5151.2000000,260067
210722,000000,5161.8000000,5198.8000000,5112.0000000,5165.8000000,381228
210723,000000,5173.4000000,5198.8000000,5115.0000000,5196.4000000,304303
210726,000000,5185.6000000,5237.0000000,5130.0000000,5155.2000000,669192
210727,000000,5154.8000000,5177.2000000,4975.4000000,5035.2000000,740135
210728,000000,5014.0000000,5137.4000000,5000.4000000,5076.8000000,692146
210729,000000,5076.2000000,5095.8000000,5005.0000000,5034.6000000,505841
210730,000000,5011.0000000,5026.0000000,4905.0000000,4970.4000000,954770
210802,000000,4994.0000000,5007.6000000,4928.0000000,4938.0000000,353448
210803,000000,4944.2000000,4972.0000000,4910.2000000,4934.0000000,445134
210804,000000,4943.4000000,5019.8000000,4910.0000000,4989.6000000,479392
210805,000000,4992.4000000,5032.2000000,4960.2000000,4995.0000000,376717
210806,000000,4991.0000000,5025.2000000,4920.0000000,4971.2000000,393665
210809,000000,4971.2000000,5007.0000000,4936.0000000,4971.0000000,268030
210810,000000,4986.4000000,4994.0000000,4930.8000000,4966.2000000,276377
210811,000000,4970.0000000,5065.0000000,4945.0000000,5036.4000000,453405
210812,000000,5026.0000000,5068.6000000,4971.0000000,4984.4000000,369995
210813,000000,4984.8000000,5000.4000000,4935.0000000,4975.0000000,214780
210816,000000,4970.0000000,5093.4000000,4960.0000000,5093.0000000,581957
210817,000000,5065.0000000,5139.8000000,5061.4000000,5065.2000000,536075
210818,000000,5096.2000000,5127.0000000,5052.4000000,5055.2000000,294711
210819,000000,5052.0000000,5115.0000000,4994.2000000,5065.6000000,506013
210820,000000,5065.6000000,5113.8000000,5016.0000000,5061.0000000,287267
210823,000000,5093.0000000,5124.8000000,5047.0000000,5104.0000000,303032
210824,000000,5115.0000000,5159.2000000,5061.2000000,5159.0000000,372150
210825,000000,5150.0000000,5155.4000000,5106.0000000,5129.6000000,248387
210826,000000,5129.6000000,5233.8000000,5091.0000000,5219.0000000,399212
210827,000000,5218.0000000,5326.8000000,5180.0000000,5308.0000000,593499
210830,000000,5309.8000000,5405.0000000,5290.0000000,5352.4000000,570458
210831,000000,5385.8000000,5647.0000000,5378.0000000,5615.0000000,1520571
210901,000000,5624.0000000,5767.4000000,5565.0000000,5699.6000000,1061509
210902,000000,5724.8000000,5773.0000000,5629.6000000,5636.4000000,709017
210903,000000,5649.8000000,5738.2000000,5592.0000000,5732.6000000,525282
210906,000000,5740.0000000,5860.0000000,5726.6000000,5804.0000000,382579
210907,000000,5810.0000000,5828.6000000,5689.0000000,5690.8000000,618931
210908,000000,5687.8000000,5759.8000000,5647.4000000,5712.6000000,543506
210909,000000,5701.4000000,5766.0000000,5642.0000000,5735.0000000,411425
210910,000000,5745.6000000,5896.0000000,5707.8000000,5868.4000000,450366
210913,000000,5892.6000000,5948.0000000,5817.0000000,5939.2000000,513262
210914,000000,5942.0000000,5988.6000000,5872.0000000,5973.0000000,533537
210915,000000,5970.8000000,5990.4000000,5861.8000000,5892.0000000,504454
210916,000000,5894.0000000,5986.4000000,5866.4000000,5872.0000000,659483
210917,000000,5884.0000000,5924.8000000,5825.6000000,5828.4000000,543387
210920,000000,5827.0000000,5877.0000000,5767.0000000,5785.0000000,494076
210921,000000,5808.0000000,5839.0000000,5726.0000000,5771.8000000,379725
210922,000000,5782.0000000,5796.6000000,5722.0000000,5755.0000000,382770
210923,000000,5755.0000000,5890.0000000,5735.0000000,5885.0000000,354430
210924,000000,5890.0000000,5890.0000000,5786.0000000,5850.4000000,272481
210927,000000,5851.0000000,5980.0000000,5831.4000000,5949.2000000,694533
210928,000000,5949.4000000,5964.8000000,5750.2000000,5788.0000000,509369
210929,000000,5789.8000000,5880.0000000,5741.0000000,5762.4000000,351585
210930,000000,5769.6000000,5849.0000000,5731.0000000,5804.6000000,501002
211001,000000,5774.0000000,5843.8000000,5745.2000000,5766.4000000,334023
211004,000000,5764.6000000,5774.6000000,5433.4000000,5504.0000000,937249
211005,000000,5472.6000000,5639.6000000,5464.2000000,5594.2000000,930282
211006,000000,5592.0000000,5699.0000000,5500.0000000,5694.2000000,764711
211007,000000,5695.4000000,5767.8000000,5649.8000000,5705.2000000,756213
211008,000000,5700.4000000,5729.6000000,5639.2000000,5701.6000000,498047
211011,000000,5703.4000000,5736.8000000,5587.6000000,5622.2000000,446168
211012,000000,5607.0000000,5653.6000000,5545.0000000,5549.0000000,491568
211013,000000,5560.0000000,5629.0000000,5524.6000000,5553.8000000,483838
211014,000000,5582.2000000,5619.0000000,5492.2000000,5518.0000000,578126
211015,000000,5535.0000000,5546.0000000,5400.2000000,5427.2000000,589950
211018,000000,5403.4000000,5489.2000000,5382.0000000,5488.8000000,349478
211019,000000,5495.0000000,5540.0000000,5431.0000000,5480.0000000,498543
211020,000000,5480.8000000,5526.0000000,5405.2000000,5420.2000000,414060
211021,000000,5415.8000000,5449.0000000,5370.0000000,5390.0000000,364841
211022,000000,5392.0000000,5434.8000000,5308.6000000,5325.8000000,444860
211025,000000,5340.6000000,5422.0000000,5319.0000000,5383.0000000,429465
211026,000000,5415.6000000,5432.0000000,5283.8000000,5309.6000000,440939
211027,000000,5315.0000000,5628.6000000,5241.4000000,5573.8000000,1334260
211028,000000,5558.0000000,5872.4000000,5542.0000000,5823.0000000,1468815
211029,000000,5808.0000000,5913.6000000,5742.0000000,5879.2000000,1104111
211101,000000,5868.8000000,5947.4000000,5767.0000000,5890.0000000,575423
211102,000000,5891.0000000,5974.0000000,5866.2000000,5942.4000000,434415
211103,000000,5939.6000000,6046.6000000,5880.2000000,6027.0000000,552118
211105,000000,6027.0000000,6145.0000000,5964.2000000,6120.0000000,794367
211108,000000,6148.0000000,6217.0000000,6080.0000000,6161.0000000,625313
211109,000000,6148.8000000,6188.0000000,5981.2000000,5990.4000000,474570
211110,000000,5991.0000000,6057.0000000,5847.0000000,5857.8000000,554560
211111,000000,5884.8000000,6024.8000000,5843.2000000,5966.6000000,457431
211112,000000,5967.0000000,6023.8000000,5835.6000000,5970.2000000,870653
211115,000000,5970.0000000,6045.6000000,5894.0000000,5928.4000000,498364
211116,000000,5926.8000000,5962.0000000,5875.8000000,5936.4000000,391602
211117,000000,5930.2000000,5957.6000000,5870.2000000,5931.6000000,317165
211118,000000,5925.0000000,5995.8000000,5894.4000000,5993.8000000,323139
211119,000000,6000.0000000,6150.0000000,5916.0000000,5968.8000000,668218
211122,000000,5982.6000000,6048.6000000,5339.8000000,5450.0000000,2336930
211123,000000,5430.0000000,5659.8000000,5372.0000000,5571.0000000,1531834
211124,000000,5593.6000000,5640.0000000,5435.0000000,5542.2000000,1007009
211125,000000,5565.0000000,5639.8000000,5526.2000000,5552.8000000,339351
211126,000000,5416.0000000,5530.2000000,5316.2000000,5380.0000000,1248733
211129,000000,5396.2000000,5529.0000000,5333.0000000,5407.0000000,1150358
211130,000000,5353.0000000,5510.0000000,5261.2000000,5359.4000000,1632445
211201,000000,5412.0000000,5458.6000000,5330.0000000,5330.8000000,616813
211202,000000,5338.4000000,5412.6000000,5185.0000000,5255.0000000,954482
211203,000000,5255.6000000,5283.0000000,5073.0000000,5100.6000000,880048
211206,000000,5115.0000000,5169.0000000,4905.0000000,5068.0000000,820348
211207,000000,5080.0000000,5178.0000000,4983.2000000,4992.0000000,978799
211208,000000,5016.0000000,5071.2000000,4775.0000000,4932.2000000,1047121
211209,000000,4940.0000000,5013.2000000,4825.0000000,4853.6000000,897646
211210,000000,4864.0000000,4887.0000000,4650.0000000,4664.0000000,1103320
211213,000000,4675.0000000,4728.8000000,4505.0000000,4560.0000000,1414380
211214,000000,4559.8000000,4675.0000000,4237.2000000,4586.4000000,1153004
211215,000000,4597.4000000,4619.0000000,4462.0000000,4511.6000000,826761
211216,000000,4526.0000000,4810.4000000,4505.6000000,4609.6000000,1817718
211217,000000,4610.0000000,4700.6000000,4541.0000000,4630.2000000,1105894
211220,000000,4598.0000000,4649.4000000,4471.2000000,4474.8000000,771984
211221,000000,4490.0000000,4603.6000000,4480.4000000,4578.8000000,629884
211222,000000,4621.0000000,4650.2000000,4488.0000000,4488.4000000,916480
211223,000000,4500.0000000,4539.6000000,4366.0000000,4410.6000000,801704
211224,000000,4425.6000000,4449.0000000,4325.8000000,4424.8000000,553474
211227,000000,4428.0000000,4500.0000000,4427.0000000,4467.8000000,597408
211228,000000,4475.0000000,4535.0000000,4457.6000000,4482.0000000,697962
211229,000000,4482.2000000,4528.6000000,4380.0000000,4418.8000000,887117
211230,000000,4426.6000000,4584.6000000,4409.6000000,4569.4000000,755485
220103,000000,4570.0000000,4631.8000000,4503.2000000,4515.2000000,848647
220104,000000,4525.8000000,4577.0000000,4413.0000000,4479.8000000,906790
220105,000000,4477.0000000,4477.0000000,4270.0000000,4275.0000000,990732
220106,000000,4275.0000000,4374.2000000,4206.2000000,4226.6000000,1177922
220110,000000,4194.0000000,4262.4000000,4061.4000000,4196.4000000,1491994
220111,000000,4217.2000000,4398.6000000,4177.8000000,4338.2000000,1677241
220112,000000,4355.0000000,4464.8000000,4330.0000000,4393.2000000,1487477
220113,000000,4393.0000000,4450.0000000,4150.0000000,4168.0000000,1978967
220114,000000,4175.2000000,4250.0000000,3726.0000000,3938.6000000,3328471
220117,000000,3953.2000000,4088.8000000,3875.0000000,4075.6000000,1906402
220118,000000,4084.6000000,4115.6000000,3739.0000000,3769.0000000,2665731
220119,000000,3770.2000000,3968.6000000,3570.0000000,3701.8000000,3633679
220120,000000,3705.0000000,3860.0000000,3665.0000000,3669.2000000,2675018
220121,000000,3650.8000000,3748.2000000,3475.2000000,3490.0000000,2983581
220124,000000,3495.0000000,3550.0000000,3094.8000000,3345.0000000,4851065
220125,000000,3325.2000000,3477.0000000,3225.0000000,3409.2000000,3461723
220126,000000,3424.0000000,3563.8000000,3314.4000000,3364.8000000,3250109
220127,000000,3320.0000000,3595.0000000,3276.0000000,3405.2000000,4035166
220128,000000,3421.0000000,3525.0000000,3371.6000000,3448.4000000,3395043
220131,000000,3487.0000000,3718.2000000,3456.0000000,3717.6000000,2663098
220201,000000,3715.0000000,3944.8000000,3662.8000000,3724.0000000,3344738
220202,000000,3749.0000000,3840.0000000,3640.0000000,3675.0000000,2710466
220203,000000,3629.8000000,3635.6000000,3483.4000000,3517.0000000,2413099
220204,000000,3575.0000000,3644.0000000,3460.6000000,3502.4000000,2120916
220207,000000,3511.4000000,3550.0000000,3422.8000000,3468.0000000,1247103
220208,000000,3477.8000000,3625.8000000,3452.8000000,3624.2000000,1924481
220209,000000,3640.0000000,3777.0000000,3633.6000000,3763.0000000,2115707
220210,000000,3760.0000000,3900.2000000,3651.8000000,3805.0000000,2899424
220211,000000,3789.4000000,3828.0000000,3400.0000000,3429.8000000,3928913
220214,000000,3428.2000000,3540.0000000,3306.8000000,3471.4000000,4795126
220215,000000,3518.4000000,3992.8000000,3497.4000000,3953.2000000,7828656
220216,000000,3981.0000000,4184.4000000,3893.0000000,4044.8000000,5892747
220217,000000,4044.0000000,4044.0000000,3737.2000000,3772.6000000,4475290
220218,000000,3800.0000000,3880.0000000,3457.0000000,3475.4000000,5000023
220221,000000,3465.0000000,3648.8000000,2845.0000000,3065.8000000,10649817
220222,000000,3027.4000000,3409.8000000,2900.0000000,3154.8000000,10240422
220224,000000,2954.0000000,2954.0000000,1700.0000000,1990.0000000,9011283
220225,000000,1949.8000000,2385.0000000,1900.0000000,1931.2000000,5757694
220329,000000,2010.0000000,2173.0000000,1932.0000000,2020.0000000,2573925
220330,000000,2100.2000000,2250.0000000,2025.0000000,2154.0000000,1740526
220331,000000,2220.2000000,2290.0000000,2155.0000000,2259.0000000,1676144
220401,000000,2299.4000000,2460.0000000,2280.0000000,2325.0000000,2138371
220404,000000,2370.2000000,2420.0000000,2201.0000000,2285.0000000,1768864
220405,000000,2299.0000000,2340.0000000,2020.0000000,2158.4000000,1723047
220406,000000,2109.0000000,2145.0000000,2025.0000000,2070.8000000,1395892
220407,000000,2072.0000000,2246.2000000,2071.0000000,2130.0000000,1406513
220408,000000,2172.0000000,2188.6000000,2075.0000000,2115.0000000,620413
220411,000000,2120.8000000,2160.0000000,2071.0000000,2097.0000000,428052
220412,000000,2099.8000000,2115.0000000,1980.8000000,2074.0000000,471934
220413,000000,2081.0000000,2115.0000000,2050.0000000,2088.0000000,243959
220414,000000,2087.0000000,2099.2000000,1943.0000000,1945.2000000,511030
220415,000000,1955.8000000,1996.0000000,1900.2000000,1979.6000000,342649
220418,000000,1997.2000000,2019.2000000,1871.2000000,1880.2000000,419550
220419,000000,1885.0000000,1910.6000000,1732.2000000,1857.6000000,784163
220420,000000,1870.0000000,1890.0000000,1782.4000000,1789.8000000,780645
220421,000000,1798.2000000,1808.6000000,1642.8000000,1646.0000000,969505
220422,000000,1668.6000000,1695.0000000,1532.0000000,1692.0000000,1132432
220425,000000,1692.4000000,1698.0000000,1520.0000000,1520.8000000,816131
220426,000000,1520.2000000,1628.0000000,1500.0000000,1600.8000000,979187
220427,000000,1619.0000000,1770.0000000,1587.0000000,1748.6000000,914538
220428,000000,1761.0000000,1928.6000000,1717.0000000,1721.0000000,1223911
220429,000000,1735.0000000,1817.6000000,1734.2000000,1766.6000000,394680
220504,000000,1792.2000000,1813.6000000,1684.2000000,1699.0000000,368114
220505,000000,1717.8000000,1751.8000000,1703.0000000,1734.4000000,187108
220506,000000,1730.0000000,1731.4000000,1655.0000000,1688.0000000,199869
220511,000000,1688.2000000,1728.6000000,1634.0000000,1677.4000000,255168
220512,000000,1670.4000000,1681.2000000,1543.6000000,1594.0000000,259497
220513,000000,1604.6000000,1624.6000000,1574.2000000,1593.0000000,120870
220516,000000,1618.0000000,1679.0000000,1562.0000000,1638.2000000,265490
220517,000000,1658.2000000,1707.0000000,1649.8000000,1701.0000000,204637
220518,000000,1708.0000000,1795.0000000,1701.8000000,1715.8000000,321392
220519,000000,1699.0000000,1713.0000000,1640.0000000,1705.0000000,203252
220520,000000,1721.8000000,1733.4000000,1600.0000000,1646.0000000,260762
220523,000000,1640.0000000,1673.8000000,1570.6000000,1592.8000000,199081
220524,000000,1590.2000000,1629.0000000,1530.2000000,1590.0000000,196650
220525,000000,1594.0000000,1636.0000000,1572.0000000,1608.0000000,187667
220526,000000,1617.8000000,1708.6000000,1608.0000000,1670.0000000,460793
220527,000000,1685.6000000,1705.0000000,1630.0000000,1644.0000000,220303
220530,000000,1652.6000000,1663.0000000,1592.2000000,1597.6000000,213919
220531,000000,1590.0000000,1602.0000000,1550.4000000,1567.8000000,151631
220601,000000,1567.0000000,1623.0000000,1559.0000000,1586.0000000,226402
220602,000000,1590.0000000,1607.6000000,1564.6000000,1592.0000000,203846
220603,000000,1591.0000000,1620.0000000,1366.4000000,1497.0000000,1367133
220606,000000,1504.6000000,1525.6000000,1385.0000000,1399.8000000,903197
220607,000000,1395.0000000,1442.6000000,1333.0000000,1438.0000000,759930
220608,000000,1450.0000000,1495.0000000,1441.4000000,1456.2000000,368870
220609,000000,1458.0000000,1461.2000000,1382.0000000,1401.4000000,379390
220610,000000,1390.0000000,1470.0000000,1350.0000000,1400.8000000,492575
220614,000000,1380.0000000,1429.2000000,1360.0000000,1386.0000000,323484
220615,000000,1390.6000000,1407.8000000,1380.2000000,1390.0000000,239546
220616,000000,1404.0000000,1457.0000000,1390.0000000,1456.2000000,473524
220617,000000,1460.4000000,1511.4000000,1433.4000000,1465.0000000,453160
220620,000000,1468.0000000,1566.0000000,1467.8000000,1560.8000000,569095
220621,000000,1574.0000000,1629.0000000,1531.2000000,1533.8000000,591291
220622,000000,1525.0000000,1600.0000000,1500.4000000,1600.0000000,331398
220623,000000,1603.6000000,1669.0000000,1581.0000000,1662.0000000,460065
220624,000000,1665.0000000,1680.0000000,1610.4000000,1645.0000000,245110
220627,000000,1660.0000000,1779.0000000,1645.2000000,1779.0000000,522537
220628,000000,1781.2000000,1781.2000000,1731.2000000,1750.0000000,394456
220629,000000,1748.0000000,1748.8000000,1666.2000000,1712.0000000,309255
220630,000000,1710.0000000,1730.0000000,1565.8000000,1603.8000000,489807
220701,000000,1595.2000000,1627.0000000,1552.0000000,1596.0000000,215038
220704,000000,1604.6000000,1688.0000000,1571.8000000,1660.0000000,316882
220705,000000,1679.8000000,1742.0000000,1660.0000000,1701.4000000,357880
220706,000000,1720.4000000,1748.0000000,1634.8000000,1655.0000000,400756
220707,000000,1660.2000000,1729.0000000,1660.2000000,1711.0000000,417994
220708,000000,1720.2000000,1739.4000000,1685.4000000,1704.0000000,261884
220711,000000,1706.0000000,1740.0000000,1660.0000000,1678.0000000,359813
220712,000000,1679.8000000,1680.6000000,1595.0000000,1660.6000000,409730
220713,000000,1660.6000000,1688.8000000,1586.0000000,1600.0000000,239032
220714,000000,1610.2000000,1669.0000000,1572.0000000,1613.6000000,304258
220715,000000,1626.0000000,1642.0000000,1602.6000000,1638.6000000,225685
220718,000000,1650.0000000,1719.6000000,1645.0000000,1696.0000000,436145
220719,000000,1699.8000000,1705.8000000,1645.0000000,1672.4000000,313716
220720,000000,1680.0000000,1748.0000000,1670.4000000,1715.4000000,438717
220721,000000,1720.6000000,1733.8000000,1658.6000000,1701.0000000,216408
220722,000000,1708.0000000,1804.0000000,1706.2000000,1800.0000000,606519
220725,000000,1827.0000000,1978.8000000,1810.0000000,1973.0000000,1198889
220726,000000,1994.0000000,2170.0000000,1975.2000000,2136.0000000,2860775
220727,000000,2149.0000000,2150.0000000,2020.0000000,2072.0000000,1808534
220728,000000,2085.0000000,2109.0000000,2038.0000000,2063.0000000,569081
220729,000000,2055.0000000,2078.0000000,1950.0000000,1952.0000000,1286947
220801,000000,1948.0000000,1973.0000000,1852.2000000,1926.2000000,979741
220802,000000,1922.8000000,1948.0000000,1860.2000000,1891.2000000,642364
220803,000000,1898.0000000,1986.2000000,1895.0000000,1956.0000000,709763
220804,000000,1985.0000000,2032.0000000,1975.0000000,2000.0000000,704153
220805,000000,2030.4000000,2030.4000000,1811.2000000,1837.0000000,1358695
220808,000000,1984.0000000,1985.6000000,1893.0000000,1933.0000000,896927
220809,000000,1935.0000000,1949.0000000,1887.6000000,1944.4000000,428532
220810,000000,1944.4000000,1989.0000000,1930.2000000,1971.8000000,392508
220811,000000,1981.0000000,2014.4000000,1901.0000000,1915.6000000,570623
220812,000000,1915.0000000,1948.8000000,1888.8000000,1903.0000000,507510
220815,000000,1908.8000000,1933.0000000,1872.2000000,1904.0000000,349933
220816,000000,1917.6000000,1940.8000000,1901.0000000,1935.0000000,226498
220817,000000,1940.0000000,1979.2000000,1930.2000000,1958.0000000,316563
220818,000000,1962.0000000,1975.0000000,1943.0000000,1966.0000000,207864
220819,000000,1964.0000000,1965.0000000,1920.0000000,1936.6000000,191253
220822,000000,1936.6000000,2022.0000000,1920.4000000,2006.0000000,578456
220823,000000,2011.8000000,2089.0000000,2011.0000000,2082.2000000,756212
220824,000000,2095.0000000,2123.0000000,2070.0000000,2085.2000000,535171
220825,000000,2086.0000000,2120.0000000,2085.0000000,2118.8000000,424759
220826,000000,2120.0000000,2130.0000000,2089.4000000,2100.0000000,309737
220829,000000,2100.0000000,2112.0000000,2081.8000000,2105.0000000,281092
220830,000000,2107.6000000,2205.0000000,2096.0000000,2190.0000000,1021768
220831,000000,2199.0000000,2236.0000000,2111.2000000,2170.6000000,692807
220901,000000,2180.0000000,2195.4000000,2150.4000000,2178.0000000,300430
220902,000000,2177.6000000,2180.0000000,2116.0000000,2150.0000000,423558
220905,000000,2155.0000000,2160.0000000,2121.6000000,2155.0000000,210953
220906,000000,2156.6000000,2183.0000000,2007.2000000,2070.0000000,856283
220907,000000,2071.0000000,2105.6000000,2034.0000000,2076.0000000,385611
220908,000000,2076.0000000,2095.0000000,2036.0000000,2064.0000000,303647
220909,000000,2071.2000000,2095.0000000,2042.0000000,2093.0000000,243031
220912,000000,2089.8000000,2181.6000000,2078.0000000,2148.6000000,797013
220913,000000,2160.0000000,2206.6000000,2142.4000000,2191.4000000,786628
220914,000000,2192.8000000,2192.8000000,2109.4000000,2167.4000000,521919
220915,000000,2166.0000000,2195.0000000,2151.2000000,2177.6000000,421177
220916,000000,2180.0000000,2238.0000000,2175.0000000,2206.0000000,780976
220919,000000,2207.0000000,2250.0000000,2198.0000000,2230.0000000,513110
220920,000000,2238.6000000,2254.0000000,1890.0000000,2010.0000000,3596874
220921,000000,1782.2000000,1978.0000000,1688.6000000,1899.4000000,2208774
220922,000000,1902.6000000,1969.8000000,1892.4000000,1916.8000000,976973
220923,000000,1922.8000000,1923.0000000,1750.0000000,1791.8000000,1516226
220926,000000,1752.0000000,1762.0000000,1505.0000000,1543.0000000,2233701
220927,000000,1580.0000000,1715.0000000,1575.0000000,1713.2000000,1710834
220928,000000,1713.2000000,1796.0000000,1669.2000000,1780.0000000,1811098
220929,000000,1803.6000000,1880.0000000,1756.0000000,1840.6000000,1819649
220930,000000,1840.0000000,1940.0000000,1801.2000000,1877.6000000,2255911
221003,000000,1877.8000000,1959.6000000,1868.0000000,1959.0000000,935982
221004,000000,1968.0000000,2004.0000000,1901.0000000,1985.0000000,1244927
221005,000000,1988.6000000,2059.4000000,1940.4000000,2029.8000000,1989674
221006,000000,2043.6000000,2056.0000000,1977.0000000,2004.4000000,892275
221007,000000,1993.0000000,1995.4000000,1913.0000000,1930.2000000,931770
221010,000000,1810.2000000,1999.8000000,1810.0000000,1998.0000000,1415111
221011,000000,2003.0000000,2037.8000000,1986.0000000,2006.6000000,848118
221012,000000,2018.2000000,2058.8000000,1986.0000000,2044.0000000,837060
221013,000000,2044.2000000,2089.0000000,2005.6000000,2032.0000000,1076310
221014,000000,2035.2000000,2052.0000000,1967.2000000,1991.0000000,867035
221017,000000,1998.8000000,2024.6000000,1983.6000000,2022.2000000,474896
221018,000000,2034.4000000,2045.0000000,1953.4000000,1968.0000000,609477
221019,000000,1969.2000000,1995.0000000,1871.6000000,1927.4000000,1426467
221020,000000,1933.6000000,1955.2000000,1907.0000000,1928.8000000,539142
221021,000000,1929.2000000,1982.4000000,1910.8000000,1976.0000000,446510
221024,000000,1983.6000000,2012.0000000,1950.8000000,1973.4000000,351982
221025,000000,1977.0000000,2026.8000000,1957.0000000,2020.2000000,471649
221026,000000,2029.6000000,2036.8000000,1984.8000000,2008.0000000,462700
221027,000000,2018.2000000,2038.6000000,2002.6000000,2021.0000000,414126
221028,000000,2011.4000000,2026.8000000,1962.8000000,2021.8000000,472134
221031,000000,2029.8000000,2109.0000000,2025.0000000,2109.0000000,803901
221101,000000,2118.8000000,2160.0000000,2097.0000000,2157.0000000,747789
221102,000000,2160.0000000,2165.0000000,2055.0000000,2110.0000000,574029
221103,000000,2110.2000000,2134.0000000,2080.0000000,2119.0000000,802545
221107,000000,2145.8000000,2162.0000000,2130.0000000,2151.6000000,573914
221108,000000,2154.8000000,2165.0000000,2111.2000000,2127.6000000,343905
221109,000000,2128.0000000,2128.6000000,2035.4000000,2060.4000000,606343
221110,000000,2064.6000000,2129.0000000,2040.0000000,2111.6000000,491571
221111,000000,2119.4000000,2139.6000000,2111.8000000,2122.2000000,328278
221114,000000,2126.4000000,2150.0000000,2102.6000000,2132.4000000,317835
221115,000000,2140.0000000,2184.0000000,1950.0000000,2071.6000000,1055573
221116,000000,2090.0000000,2124.0000000,2066.0000000,2114.2000000,325735
221117,000000,2115.2000000,2128.6000000,2081.2000000,2097.8000000,184839
221118,000000,2097.0000000,2110.4000000,2065.0000000,2098.2000000,231699
221121,000000,2091.0000000,2102.4000000,2038.0000000,2068.0000000,378347
221122,000000,2067.0000000,2095.2000000,2050.0000000,2083.8000000,202290
221123,000000,2085.8000000,2159.4000000,2061.0000000,2135.0000000,669003
221124,000000,2151.0000000,2154.6000000,2108.4000000,2130.0000000,345805
221125,000000,2120.0000000,2153.0000000,2006.0000000,2020.4000000,1924598
221128,000000,1994.8000000,1995.6000000,1885.8000000,1914.2000000,2241618
221129,000000,1918.8000000,1992.0000000,1916.4000000,1986.2000000,1182505
221130,000000,1988.2000000,2014.6000000,1954.8000000,1996.6000000,762512
221201,000000,1999.8000000,2003.6000000,1960.0000000,1980.2000000,411776
221202,000000,1980.0000000,1980.2000000,1957.2000000,1971.2000000,268044
221205,000000,1969.0000000,2004.4000000,1968.2000000,1985.8000000,600269
221206,000000,1988.6000000,2000.0000000,1961.6000000,1989.4000000,367212
221207,000000,1989.4000000,1989.8000000,1962.0000000,1976.4000000,218390
221208,000000,1976.8000000,1984.8000000,1940.8000000,1958.4000000,312388
221209,000000,1955.6000000,1963.0000000,1933.0000000,1949.4000000,193187
221212,000000,1950.0000000,1959.6000000,1910.0000000,1921.8000000,279073
221213,000000,1925.0000000,1927.0000000,1881.0000000,1899.2000000,489237
221214,000000,1899.2000000,1899.8000000,1826.4000000,1851.0000000,749148
221215,000000,1850.0000000,1883.0000000,1823.6000000,1849.6000000,567164
221216,000000,1851.2000000,1862.2000000,1830.8000000,1836.4000000,255675
221219,000000,1830.0000000,1834.8000000,1762.4000000,1768.8000000,582864
221220,000000,1765.0000000,1845.0000000,1764.6000000,1842.0000000,507271
221221,000000,1856.4000000,1878.0000000,1791.2000000,1833.8000000,521557
221222,000000,1837.0000000,1865.0000000,1810.0000000,1847.0000000,424790
221223,000000,1846.6000000,1847.0000000,1811.0000000,1821.2000000,400956
221226,000000,1826.4000000,1829.8000000,1793.0000000,1811.4000000,393506
221227,000000,1817.4000000,1849.6000000,1797.2000000,1834.0000000,356130
221228,000000,1835.2000000,1846.0000000,1811.0000000,1815.8000000,347826
221229,000000,1817.0000000,1828.2000000,1806.2000000,1819.6000000,233511
221230,000000,1812.2000000,1823.0000000,1791.0000000,1817.8000000,370215
230103,000000,1817.2000000,1839.0000000,1805.8000000,1832.0000000,209699
230104,000000,1834.0000000,1877.0000000,1827.2000000,1867.0000000,221737
230105,000000,1871.6000000,1886.8000000,1841.2000000,1855.4000000,156597
230106,000000,1856.2000000,1864.4000000,1845.0000000,1850.4000000,74490
230109,000000,1857.2000000,1874.2000000,1850.0000000,1866.8000000,216289
230110,000000,1869.0000000,1873.8000000,1855.0000000,1870.0000000,195392
230111,000000,1874.8000000,1909.6000000,1873.0000000,1909.0000000,306673
230112,000000,1909.0000000,1914.8000000,1886.8000000,1897.8000000,202326
230113,000000,1898.0000000,1914.6000000,1883.4000000,1912.0000000,208163
230116,000000,1925.6000000,1955.0000000,1923.0000000,1953.8000000,313669
